id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
0,2015-01-27 13:08:24 UTC,-73.97332000732422,40.7638053894043,-73.98143005371094,40.74383544921875,1
1,2015-01-27 13:08:24 UTC,-73.98686218261719,40.719383239746094,-73.99888610839844,40.739200592041016,1
2,2011-10-08 11:53:44 UTC,-73.982524,40.751259999999995,-73.97965400000001,40.746139,1
3,2012-12-01 21:12:12 UTC,-73.98116,40.767807,-73.990448,40.751635,1
4,2012-12-01 21:12:12 UTC,-73.96604599999999,40.789775,-73.98856500000001,40.744427,1
5,2012-12-01 21:12:12 UTC,-73.960983,40.765547,-73.979177,40.740053,1
6,2011-10-06 12:10:20 UTC,-73.949013,40.773204,-73.959622,40.770893,1
7,2011-10-06 12:10:20 UTC,-73.777282,40.646636,-73.98508299999999,40.759368,1
8,2011-10-06 12:10:20 UTC,-74.014099,40.709638,-73.995106,40.741365,1
9,2014-02-18 15:22:20 UTC,-73.96958199999999,40.765519,-73.98068599999999,40.770725,1
10,2014-02-18 15:22:20 UTC,-73.989374,40.741973,-73.9993,40.722534,1
11,2014-02-18 15:22:20 UTC,-74.001614,40.740893,-73.956387,40.767437,1
12,2010-03-29 20:20:32 UTC,-73.991198,40.739937,-73.997166,40.735269,1
13,2010-03-29 20:20:32 UTC,-73.982034,40.762723,-74.001867,40.761545,1
14,2011-10-06 03:59:12 UTC,-73.992455,40.728701,-73.983397,40.750149,1
15,2011-10-06 03:59:12 UTC,-73.983583,40.746992999999996,-73.951178,40.785903000000005,1
16,2012-07-15 16:45:04 UTC,-74.00674599999999,40.731721,-74.010204,40.732318,1
17,2012-07-15 16:45:04 UTC,-73.976446,40.785598,-73.95222,40.772121000000006,1
18,2012-07-15 16:45:04 UTC,-73.973548,40.763349,-73.972096,40.756417,1
19,2012-07-15 16:45:04 UTC,-73.97091800000001,40.756025,-73.975954,40.755563,1
20,2014-10-29 02:09:56 UTC,-73.926071,40.705866,-73.94174100000001,40.714789,1
21,2014-06-14 13:39:00 UTC,-73.970555,40.764702,-73.94913199999999,40.7718,1
